,S,I,X,Z,bio_realistic,solves_system,tol,is_stable
0,15853.197830561105,-7426.598915280552,738.1505953721033,-78.95059537210338,False,True,7.105427357601002e-14,False
1,-1276.2430939226574,1138.1215469613287,-2.4634665518644288,2.463466551864386,False,True,3.552713678800501e-15,False
2,-999.9999999999925,999.9999999999962,-2.319559194205904e-27,-7.503331289626686e-14,False,True,4.501998773776129e-15,False
3,80.50382689745686,459.74808655127157,597.4936704909558,61.706329509054044,True,True,6.536993168992922e-13,True
